Order ID,Customer ID,Customer Name,Segment,Order Date,Ship Date,Ship Mode,Region,State,Category,Product,Quantity,Unit Price,Discount (%),Sales,Profit,Payment Mode,Sales Person,Year,Month,Quarter,DayOfWeek,Profit Margin
6892,CUST1758,Customer_147,Home Office,2024-05-27,28-05-2024,Standard,West,Gujarat,Office Supplies,Notebook,6,2398,10.0,12949.2,3967.58,Net Banking,SalesPerson_40,2024,5,2,Monday,30.6395761900349
6893,CUST1914,Customer_425,Home Office,2024-10-07,12-10-2024,Express,East,Assam,Electronics,Tablet,7,318,15.0,1892.1,194.2,Debit Card,SalesPerson_10,2024,10,4,Monday,10.263728132762537
6894,CUST1226,Customer_254,Corporate,2022-10-30,05-11-2022,Standard,East,Assam,Furniture,Table,2,2306,5.0,4381.4,956.31,Credit Card,SalesPerson_27,2022,10,4,Sunday,21.82658510978226
6895,CUST1952,Customer_132,Home Office,2024-09-01,05-09-2024,Standard,West,Gujarat,Furniture,Desk,2,2085,5.0,3961.5,902.01,Debit Card,SalesPerson_46,2024,9,3,Sunday,22.76940552820901
6896,CUST1486,Customer_15,Home Office,2024-05-27,01-06-2024,Same Day,North,Delhi,Furniture,Chair,4,172,5.0,653.6,34.57,UPI,SalesPerson_43,2024,5,2,Monday,5.289167686658507
6897,CUST1441,Customer_486,Home Office,2022-12-11,17-12-2022,Standard,West,Maharashtra,Furniture,Sofa,2,613,10.0,1103.4,207.48,Net Banking,SalesPerson_42,2022,12,4,Sunday,18.803697661772702
6898,CUST1062,Customer_413,Corporate,2023-09-29,04-10-2023,Same Day,West,Gujarat,Furniture,Desk,9,764,15.0,5844.6,1873.49,Credit Card,SalesPerson_45,2023,9,3,Friday,32.055059371043356
6899,CUST1370,Customer_301,Consumer,2022-08-11,12-08-2022,Standard,South,Karnataka,Office Supplies,Notebook,5,910,15.0,3867.5,1295.28,UPI,SalesPerson_49,2022,8,3,Thursday,33.49140271493213
6900,CUST1308,Customer_478,Home Office,2022-02-16,19-02-2022,Standard,North,Haryana,Furniture,Table,5,376,10.0,1692.0,497.25,Cash,SalesPerson_22,2022,2,1,Wednesday,29.388297872340424
6901,CUST1563,Customer_478,Home Office,2023-11-30,06-12-2023,Standard,North,Punjab,Electronics,Laptop,10,1430,5.0,13585.0,1046.27,UPI,SalesPerson_12,2023,11,4,Thursday,7.701656238498343
6902,CUST1805,Customer_279,Corporate,2022-08-19,20-08-2022,Standard,East,Assam,Electronics,Headphones,7,1026,15.0,6104.7,1445.16,Cash,SalesPerson_7,2022,8,3,Friday,23.67290775959507
6903,CUST1602,Customer_149,Consumer,2022-04-25,02-05-2022,Express,East,Assam,Electronics,Mobile,5,1211,0.0,6055.0,1270.4,Net Banking,SalesPerson_1,2022,4,2,Monday,20.981007431874485
6904,CUST1065,Customer_476,Corporate,2022-12-13,18-12-2022,Same Day,West,Gujarat,Furniture,Table,1,2005,5.0,1904.75,301.68,Debit Card,SalesPerson_15,2022,12,4,Tuesday,15.838298989368685
6905,CUST1924,Customer_205,Corporate,2024-11-17,18-11-2024,Same Day,West,Maharashtra,Furniture,Desk,8,2461,15.0,16734.8,2158.38,Debit Card,SalesPerson_17,2024,11,4,Sunday,12.89755479599398
6906,CUST1780,Customer_257,Consumer,2022-06-01,05-06-2022,Standard,West,Gujarat,Office Supplies,Binder,8,1489,10.0,10720.8,1817.42,UPI,SalesPerson_33,2022,6,2,Wednesday,16.95227968062085
6907,CUST1720,Customer_175,Corporate,2023-06-23,25-06-2023,Express,West,Maharashtra,Furniture,Table,1,1849,10.0,1664.1,374.52,Cash,SalesPerson_15,2023,6,2,Friday,22.505859022895258
6908,CUST1870,Customer_145,Consumer,2023-11-01,02-11-2023,Standard,West,Maharashtra,Office Supplies,Notebook,4,232,0.0,928.0,63.04,UPI,SalesPerson_29,2023,11,4,Wednesday,6.793103448275863
6909,CUST1027,Customer_394,Corporate,2023-02-06,11-02-2023,Express,West,Maharashtra,Electronics,Tablet,1,922,10.0,829.8,204.35,Cash,SalesPerson_32,2023,2,1,Monday,24.626416003856352
6910,CUST1554,Customer_416,Corporate,2023-05-21,26-05-2023,Same Day,West,Gujarat,Office Supplies,Pen,7,636,0.0,4452.0,467.52,Debit Card,SalesPerson_27,2023,5,2,Sunday,10.501347708894878
6911,CUST1731,Customer_426,Home Office,2024-10-23,28-10-2024,Same Day,East,Odisha,Office Supplies,Binder,9,2650,15.0,20272.5,2987.56,Credit Card,SalesPerson_35,2024,10,4,Wednesday,14.737008262424467
6912,CUST1265,Customer_129,Home Office,2023-11-19,22-11-2023,Express,East,West Bengal,Furniture,Desk,2,2005,0.0,4010.0,843.64,Net Banking,SalesPerson_18,2023,11,4,Sunday,21.038403990024936
6913,CUST1993,Customer_17,Corporate,2023-09-26,29-09-2023,Standard,West,Rajasthan,Office Supplies,Binder,7,2714,0.0,18998.0,3208.27,Net Banking,SalesPerson_6,2023,9,3,Tuesday,16.887409200968523
6914,CUST1724,Customer_110,Corporate,2023-01-14,21-01-2023,Express,East,Assam,Office Supplies,Binder,5,1585,5.0,7528.75,2072.54,Cash,SalesPerson_13,2023,1,1,Saturday,27.52834135812718
6915,CUST1131,Customer_136,Corporate,2023-05-11,18-05-2023,Express,East,Assam,Office Supplies,Printer Paper,7,1212,0.0,8484.0,2785.57,UPI,SalesPerson_40,2023,5,2,Thursday,32.83321546440359
6916,CUST1792,Customer_412,Consumer,2024-06-26,03-07-2024,Same Day,South,Karnataka,Office Supplies,Binder,3,689,15.0,1756.95,431.58,Debit Card,SalesPerson_9,2024,6,2,Wednesday,24.564159480918633
6917,CUST1698,Customer_271,Consumer,2023-07-06,13-07-2023,Same Day,South,Kerala,Electronics,Mobile,1,1855,10.0,1669.5,183.54,Cash,SalesPerson_34,2023,7,3,Thursday,10.9937106918239
6918,CUST1276,Customer_276,Corporate,2024-03-03,08-03-2024,Express,East,West Bengal,Electronics,Tablet,1,1061,15.0,901.85,249.37,Cash,SalesPerson_21,2024,3,1,Sunday,27.650939734989187
6919,CUST1940,Customer_160,Corporate,2024-11-05,11-11-2024,Express,East,West Bengal,Electronics,Laptop,7,403,0.0,2821.0,875.76,Credit Card,SalesPerson_36,2024,11,4,Tuesday,31.044310528181494
6920,CUST1904,Customer_170,Consumer,2023-12-26,02-01-2024,Express,South,Karnataka,Furniture,Chair,1,176,0.0,176.0,59.43,UPI,SalesPerson_22,2023,12,4,Tuesday,33.76704545454545
6921,CUST1709,Customer_241,Home Office,2023-11-03,05-11-2023,Express,South,Tamil Nadu,Furniture,Desk,10,1966,5.0,18677.0,2487.12,UPI,SalesPerson_40,2023,11,4,Friday,13.316485516945974
6922,CUST1700,Customer_363,Home Office,2024-05-07,11-05-2024,Standard,North,Punjab,Office Supplies,Binder,8,2898,0.0,23184.0,6562.85,Net Banking,SalesPerson_37,2024,5,2,Tuesday,28.307669082125603
6923,CUST1751,Customer_94,Home Office,2022-12-01,05-12-2022,Express,North,Delhi,Office Supplies,Printer Paper,5,846,10.0,3807.0,929.99,Cash,SalesPerson_9,2022,12,4,Thursday,24.428421329130547
6924,CUST1811,Customer_140,Consumer,2022-12-14,21-12-2022,Standard,South,Tamil Nadu,Office Supplies,Binder,2,823,5.0,1563.7,136.64,Net Banking,SalesPerson_39,2022,12,4,Wednesday,8.738249024748992
6925,CUST1136,Customer_303,Consumer,2024-03-30,02-04-2024,Same Day,North,Haryana,Furniture,Sofa,5,2519,10.0,11335.5,2790.5,Credit Card,SalesPerson_18,2024,3,1,Saturday,24.617352564950817
6926,CUST1042,Customer_60,Home Office,2022-07-24,25-07-2022,Express,West,Gujarat,Furniture,Table,6,1301,5.0,7415.7,811.45,Cash,SalesPerson_19,2022,7,3,Sunday,10.942325067087397
6927,CUST1439,Customer_419,Home Office,2023-06-10,12-06-2023,Standard,South,Kerala,Office Supplies,Notebook,8,637,0.0,5096.0,1323.55,UPI,SalesPerson_15,2023,6,2,Saturday,25.972331240188385
6928,CUST1438,Customer_95,Corporate,2023-12-11,15-12-2023,Same Day,West,Rajasthan,Furniture,Desk,1,2551,10.0,2295.9,578.81,Credit Card,SalesPerson_21,2023,12,4,Monday,25.210592795853476
6929,CUST1557,Customer_311,Corporate,2022-01-11,18-01-2022,Express,North,Delhi,Office Supplies,Printer Paper,4,1128,5.0,4286.4,1017.79,Net Banking,SalesPerson_31,2022,1,1,Tuesday,23.744634191862637
6930,CUST1160,Customer_296,Consumer,2023-04-24,29-04-2023,Standard,East,Assam,Electronics,Tablet,7,2610,0.0,18270.0,5145.01,Net Banking,SalesPerson_22,2023,4,2,Monday,28.16097427476738
6931,CUST1822,Customer_5,Corporate,2024-09-25,30-09-2024,Standard,North,Haryana,Office Supplies,Printer Paper,10,2492,15.0,21182.0,7114.43,UPI,SalesPerson_8,2024,9,3,Wednesday,33.58714946652819
6932,CUST1627,Customer_161,Home Office,2023-06-18,25-06-2023,Same Day,East,West Bengal,Office Supplies,Notebook,2,1166,5.0,2215.4,554.56,Debit Card,SalesPerson_27,2023,6,2,Sunday,25.03204838855285
6933,CUST1040,Customer_263,Corporate,2023-06-23,29-06-2023,Same Day,North,Haryana,Electronics,Headphones,6,129,5.0,735.3,184.01,UPI,SalesPerson_36,2023,6,2,Friday,25.025159798721607
6934,CUST1842,Customer_73,Consumer,2022-12-22,24-12-2022,Same Day,West,Gujarat,Furniture,Desk,8,2124,15.0,14443.2,1133.22,UPI,SalesPerson_20,2022,12,4,Thursday,7.846045197740113
6935,CUST1763,Customer_184,Consumer,2022-07-05,11-07-2022,Express,West,Maharashtra,Furniture,Table,9,2556,5.0,21853.8,2091.55,UPI,SalesPerson_2,2022,7,3,Tuesday,9.570646752509862
6936,CUST1675,Customer_235,Home Office,2024-06-02,06-06-2024,Express,East,West Bengal,Office Supplies,Pen,4,906,0.0,3624.0,573.17,Net Banking,SalesPerson_50,2024,6,2,Sunday,15.815949227373066
6937,CUST1072,Customer_119,Consumer,2024-09-16,17-09-2024,Express,West,Maharashtra,Furniture,Table,8,2396,0.0,19168.0,2016.8,Debit Card,SalesPerson_27,2024,9,3,Monday,10.521702838063439
6938,CUST1984,Customer_491,Home Office,2022-06-16,17-06-2022,Standard,East,West Bengal,Office Supplies,Printer Paper,7,385,5.0,2560.25,561.13,Debit Card,SalesPerson_45,2022,6,2,Thursday,21.91700029294014
6939,CUST1569,Customer_185,Home Office,2022-07-11,16-07-2022,Standard,North,Punjab,Furniture,Desk,4,1556,10.0,5601.6,1115.83,Credit Card,SalesPerson_19,2022,7,3,Monday,19.91984433019137
6940,CUST1853,Customer_493,Home Office,2022-01-23,29-01-2022,Standard,West,Gujarat,Furniture,Sofa,5,1896,10.0,8532.0,2949.17,Net Banking,SalesPerson_7,2022,1,1,Sunday,34.5659868729489
6941,CUST1922,Customer_137,Home Office,2024-09-23,24-09-2024,Express,North,Punjab,Office Supplies,Printer Paper,10,1768,15.0,15028.0,1514.59,UPI,SalesPerson_28,2024,9,3,Monday,10.078453553367048
6942,CUST1864,Customer_385,Consumer,2023-06-24,26-06-2023,Express,West,Rajasthan,Electronics,Mobile,2,355,15.0,603.5,152.44,Debit Card,SalesPerson_36,2023,6,2,Saturday,25.259320629660316
6943,CUST1909,Customer_85,Corporate,2022-04-16,17-04-2022,Standard,South,Tamil Nadu,Office Supplies,Notebook,10,1597,15.0,13574.5,1151.27,Debit Card,SalesPerson_40,2022,4,2,Saturday,8.481122693285204
6944,CUST1739,Customer_237,Consumer,2022-07-31,06-08-2022,Same Day,West,Maharashtra,Office Supplies,Notebook,2,1643,10.0,2957.4,709.83,UPI,SalesPerson_35,2022,7,3,Sunday,24.00182592818016
6945,CUST1212,Customer_455,Home Office,2024-05-05,08-05-2024,Express,East,West Bengal,Furniture,Desk,8,2553,15.0,17360.4,1127.52,Cash,SalesPerson_22,2024,5,2,Sunday,6.494781226239025
6946,CUST1278,Customer_460,Consumer,2024-03-06,07-03-2024,Express,West,Maharashtra,Electronics,Headphones,8,2717,10.0,19562.4,6721.32,UPI,SalesPerson_10,2024,3,1,Wednesday,34.358360937308305
6947,CUST1685,Customer_31,Corporate,2024-08-27,31-08-2024,Same Day,East,Assam,Electronics,Mobile,3,2168,10.0,5853.6,528.18,Debit Card,SalesPerson_47,2024,8,3,Tuesday,9.023165231652316
6948,CUST1055,Customer_356,Consumer,2024-06-27,02-07-2024,Standard,North,Punjab,Office Supplies,Printer Paper,1,2251,0.0,2251.0,428.81,Net Banking,SalesPerson_42,2024,6,2,Thursday,19.049755664149266
6949,CUST1700,Customer_430,Corporate,2024-02-17,19-02-2024,Standard,East,Assam,Office Supplies,Notebook,9,1046,0.0,9414.0,1309.15,Net Banking,SalesPerson_7,2024,2,1,Saturday,13.906415976205652
6950,CUST1436,Customer_148,Consumer,2024-03-14,15-03-2024,Express,North,Punjab,Office Supplies,Binder,5,127,15.0,539.75,57.78,UPI,SalesPerson_32,2024,3,1,Thursday,10.704955998147291
6951,CUST1078,Customer_425,Home Office,2022-10-07,08-10-2022,Standard,North,Delhi,Office Supplies,Notebook,1,230,15.0,195.5,63.09,Cash,SalesPerson_25,2022,10,4,Friday,32.271099744245525
6952,CUST1277,Customer_437,Corporate,2023-08-25,29-08-2023,Express,West,Gujarat,Electronics,Laptop,4,314,0.0,1256.0,252.8,Net Banking,SalesPerson_39,2023,8,3,Friday,20.127388535031848
6953,CUST1760,Customer_86,Corporate,2024-03-30,03-04-2024,Standard,West,Rajasthan,Office Supplies,Printer Paper,4,294,5.0,1117.2,382.53,Credit Card,SalesPerson_1,2024,3,1,Saturday,34.24006444683136
6954,CUST1008,Customer_185,Home Office,2023-08-02,07-08-2023,Standard,South,Karnataka,Electronics,Laptop,2,2337,5.0,4440.3,472.28,Credit Card,SalesPerson_45,2023,8,3,Wednesday,10.636218273540075
6955,CUST1244,Customer_219,Consumer,2023-04-11,12-04-2023,Standard,North,Punjab,Electronics,Headphones,5,2619,5.0,12440.25,3782.88,Cash,SalesPerson_39,2023,4,2,Tuesday,30.408392114306388
6956,CUST1198,Customer_363,Home Office,2023-09-06,11-09-2023,Same Day,South,Kerala,Office Supplies,Notebook,3,1043,15.0,2659.65,597.51,Credit Card,SalesPerson_24,2023,9,3,Wednesday,22.465737973041563
6957,CUST1903,Customer_230,Consumer,2023-01-25,30-01-2023,Express,North,Haryana,Furniture,Table,9,733,5.0,6267.15,531.85,Credit Card,SalesPerson_47,2023,1,1,Wednesday,8.486313555603425
6958,CUST1035,Customer_58,Home Office,2024-08-29,03-09-2024,Express,South,Karnataka,Office Supplies,Notebook,8,2827,5.0,21485.2,6429.58,Cash,SalesPerson_24,2024,8,3,Thursday,29.92562321970473
6959,CUST1601,Customer_233,Home Office,2024-04-22,28-04-2024,Standard,North,Delhi,Furniture,Sofa,1,2218,15.0,1885.3,595.57,UPI,SalesPerson_1,2024,4,2,Monday,31.590197846496583
6960,CUST1083,Customer_159,Corporate,2024-12-06,09-12-2024,Same Day,North,Punjab,Electronics,Tablet,8,1382,10.0,9950.4,2607.07,Net Banking,SalesPerson_27,2024,12,4,Friday,26.2006552500402
6961,CUST1622,Customer_7,Corporate,2022-11-25,28-11-2022,Standard,East,Assam,Office Supplies,Binder,3,1547,0.0,4641.0,501.02,Net Banking,SalesPerson_21,2022,11,4,Friday,10.795518207282912
6962,CUST1183,Customer_274,Home Office,2022-06-11,17-06-2022,Same Day,West,Maharashtra,Electronics,Mobile,9,2695,5.0,23042.25,2943.61,Debit Card,SalesPerson_33,2022,6,2,Saturday,12.774837526717226
6963,CUST1613,Customer_343,Corporate,2024-12-13,18-12-2024,Express,North,Haryana,Furniture,Table,6,2473,5.0,14096.1,3322.02,Cash,SalesPerson_8,2024,12,4,Friday,23.5669440483538
6964,CUST1191,Customer_413,Home Office,2024-10-08,15-10-2024,Express,South,Karnataka,Electronics,Mobile,7,1888,10.0,11894.4,4033.43,Debit Card,SalesPerson_43,2024,10,4,Tuesday,33.91032754909873
6965,CUST1724,Customer_482,Corporate,2022-12-28,31-12-2022,Same Day,North,Punjab,Electronics,Laptop,2,1553,5.0,2950.7,429.73,Debit Card,SalesPerson_8,2022,12,4,Wednesday,14.56366285966042
6966,CUST1960,Customer_253,Consumer,2022-08-07,11-08-2022,Same Day,East,Odisha,Furniture,Table,7,155,0.0,1085.0,329.67,Cash,SalesPerson_8,2022,8,3,Sunday,30.384331797235024
6967,CUST1768,Customer_290,Home Office,2024-08-01,02-08-2024,Express,South,Kerala,Furniture,Table,2,1729,0.0,3458.0,721.0,Cash,SalesPerson_29,2024,8,3,Thursday,20.850202429149796
6968,CUST1206,Customer_219,Home Office,2024-11-02,06-11-2024,Standard,South,Tamil Nadu,Office Supplies,Binder,4,1044,5.0,3967.2,956.96,Cash,SalesPerson_47,2024,11,4,Saturday,24.121798749747935
6969,CUST1975,Customer_268,Corporate,2023-01-10,14-01-2023,Express,West,Maharashtra,Office Supplies,Printer Paper,8,2335,5.0,17746.0,2045.2,UPI,SalesPerson_23,2023,1,1,Tuesday,11.52485067057365
6970,CUST1077,Customer_196,Corporate,2024-11-09,10-11-2024,Standard,South,Karnataka,Electronics,Mobile,3,2680,15.0,6834.0,1169.07,Cash,SalesPerson_7,2024,11,4,Saturday,17.106672519754166
6971,CUST1258,Customer_77,Home Office,2023-03-21,25-03-2023,Express,West,Maharashtra,Electronics,Headphones,8,210,15.0,1428.0,229.1,Credit Card,SalesPerson_8,2023,3,1,Tuesday,16.043417366946777
6972,CUST1961,Customer_133,Consumer,2023-08-05,09-08-2023,Standard,South,Kerala,Furniture,Desk,3,358,15.0,912.9,223.05,Cash,SalesPerson_26,2023,8,3,Saturday,24.43312520538942
6973,CUST1994,Customer_101,Corporate,2022-03-02,03-03-2022,Same Day,North,Delhi,Furniture,Sofa,7,667,15.0,3968.65,626.11,Net Banking,SalesPerson_20,2022,3,1,Wednesday,15.77639751552795
6974,CUST1208,Customer_135,Corporate,2024-07-06,08-07-2024,Express,North,Delhi,Furniture,Desk,9,1678,15.0,12836.7,2626.85,Net Banking,SalesPerson_16,2024,7,3,Saturday,20.463592667897508
6975,CUST1859,Customer_13,Consumer,2024-06-11,17-06-2024,Same Day,South,Karnataka,Furniture,Sofa,2,1195,0.0,2390.0,661.04,Net Banking,SalesPerson_11,2024,6,2,Tuesday,27.658577405857738
6976,CUST1322,Customer_438,Consumer,2024-04-13,14-04-2024,Express,East,Assam,Furniture,Sofa,10,2900,0.0,29000.0,4737.99,UPI,SalesPerson_20,2024,4,2,Saturday,16.33789655172414
6977,CUST1721,Customer_322,Consumer,2022-06-17,22-06-2022,Express,West,Gujarat,Furniture,Sofa,10,1650,10.0,14850.0,5162.45,Debit Card,SalesPerson_11,2022,6,2,Friday,34.76397306397306
6978,CUST1543,Customer_73,Home Office,2023-01-21,26-01-2023,Same Day,North,Punjab,Furniture,Chair,8,1805,0.0,14440.0,3498.96,UPI,SalesPerson_13,2023,1,1,Saturday,24.23102493074792
6979,CUST1507,Customer_363,Home Office,2024-03-05,11-03-2024,Standard,East,Assam,Office Supplies,Printer Paper,8,1654,15.0,11247.2,3022.6,UPI,SalesPerson_13,2024,3,1,Tuesday,26.874244256348245
6980,CUST1473,Customer_221,Consumer,2024-01-25,31-01-2024,Express,South,Kerala,Office Supplies,Pen,2,600,15.0,1020.0,230.19,Net Banking,SalesPerson_33,2024,1,1,Thursday,22.56764705882353
6981,CUST1083,Customer_206,Home Office,2023-07-14,18-07-2023,Express,South,Tamil Nadu,Electronics,Laptop,1,1912,5.0,1816.4,488.84,Credit Card,SalesPerson_26,2023,7,3,Friday,26.912574322836374
6982,CUST1904,Customer_433,Corporate,2024-10-14,16-10-2024,Same Day,South,Kerala,Office Supplies,Binder,7,2274,0.0,15918.0,5404.59,UPI,SalesPerson_39,2024,10,4,Monday,33.95269506219375
6983,CUST1568,Customer_114,Home Office,2023-07-17,24-07-2023,Same Day,South,Kerala,Office Supplies,Binder,4,680,15.0,2312.0,753.91,UPI,SalesPerson_42,2023,7,3,Monday,32.60856401384083
6984,CUST1729,Customer_442,Home Office,2024-08-18,20-08-2024,Standard,West,Gujarat,Office Supplies,Pen,2,820,0.0,1640.0,183.33,Credit Card,SalesPerson_38,2024,8,3,Sunday,11.178658536585367
6985,CUST1017,Customer_242,Consumer,2022-07-02,07-07-2022,Same Day,West,Gujarat,Electronics,Laptop,7,825,15.0,4908.75,1601.33,Cash,SalesPerson_24,2022,7,3,Saturday,32.621950598421186
6986,CUST1166,Customer_488,Home Office,2022-07-28,02-08-2022,Standard,North,Delhi,Electronics,Tablet,3,809,0.0,2427.0,805.18,Cash,SalesPerson_29,2022,7,3,Thursday,33.17593737124021
6987,CUST1469,Customer_52,Consumer,2022-04-09,10-04-2022,Same Day,East,West Bengal,Furniture,Chair,5,767,15.0,3259.75,748.03,Cash,SalesPerson_4,2022,4,2,Saturday,22.947465296418436
6988,CUST1826,Customer_96,Consumer,2022-06-20,23-06-2022,Standard,South,Tamil Nadu,Electronics,Headphones,7,2902,10.0,18282.6,4181.32,Credit Card,SalesPerson_20,2022,6,2,Monday,22.870488880137398
6989,CUST1962,Customer_67,Consumer,2024-05-18,25-05-2024,Standard,East,West Bengal,Office Supplies,Binder,7,1737,10.0,10943.1,1739.05,Debit Card,SalesPerson_35,2024,5,2,Saturday,15.891749138726684
6990,CUST1230,Customer_239,Consumer,2023-06-22,25-06-2023,Standard,North,Punjab,Electronics,Mobile,4,1927,10.0,6937.2,1538.49,Net Banking,SalesPerson_43,2023,6,2,Thursday,22.177391454765612
6991,CUST1017,Customer_119,Corporate,2024-01-02,06-01-2024,Express,South,Karnataka,Electronics,Tablet,1,2265,0.0,2265.0,192.77,UPI,SalesPerson_24,2024,1,1,Tuesday,8.510816777041944
6992,CUST1805,Customer_284,Corporate,2022-04-18,22-04-2022,Standard,North,Delhi,Electronics,Headphones,10,239,15.0,2031.5,626.17,UPI,SalesPerson_43,2022,4,2,Monday,30.823037164656657
6993,CUST1916,Customer_322,Corporate,2022-02-04,06-02-2022,Express,East,West Bengal,Office Supplies,Printer Paper,1,1919,10.0,1727.1,403.2,Credit Card,SalesPerson_25,2022,2,1,Friday,23.345492443981243
6994,CUST1331,Customer_246,Corporate,2024-10-07,12-10-2024,Express,West,Maharashtra,Electronics,Tablet,4,1764,5.0,6703.2,572.66,Cash,SalesPerson_15,2024,10,4,Monday,8.543083900226756
6995,CUST1421,Customer_114,Consumer,2023-07-29,05-08-2023,Standard,North,Haryana,Office Supplies,Notebook,1,413,10.0,371.7,118.56,Cash,SalesPerson_39,2023,7,3,Saturday,31.89669087974173
6996,CUST1925,Customer_466,Corporate,2023-05-14,19-05-2023,Standard,East,Assam,Furniture,Desk,9,241,15.0,1843.65,130.92,Net Banking,SalesPerson_43,2023,5,2,Sunday,7.101130908795052
6997,CUST1779,Customer_179,Consumer,2024-11-25,01-12-2024,Same Day,South,Kerala,Office Supplies,Binder,8,1900,15.0,12920.0,1234.62,Credit Card,SalesPerson_30,2024,11,4,Monday,9.555882352941175
6998,CUST1466,Customer_281,Corporate,2023-11-21,23-11-2023,Express,North,Punjab,Furniture,Table,10,1010,0.0,10100.0,1217.37,Credit Card,SalesPerson_48,2023,11,4,Tuesday,12.053168316831682
6999,CUST1780,Customer_372,Corporate,2024-02-02,09-02-2024,Standard,North,Delhi,Electronics,Tablet,1,2226,5.0,2114.7,279.65,UPI,SalesPerson_41,2024,2,1,Friday,13.224097980801059
7000,CUST1814,Customer_453,Corporate,2023-04-10,13-04-2023,Express,North,Haryana,Office Supplies,Printer Paper,6,2027,0.0,12162.0,837.92,Credit Card,SalesPerson_47,2023,4,2,Monday,6.889656306528531
7001,CUST1105,Customer_429,Home Office,2022-02-20,22-02-2022,Same Day,South,Tamil Nadu,Electronics,Laptop,5,276,15.0,1173.0,277.66,Credit Card,SalesPerson_23,2022,2,1,Sunday,23.670929241261724
7002,CUST1450,Customer_387,Home Office,2022-11-19,21-11-2022,Express,North,Punjab,Electronics,Headphones,2,646,15.0,1098.2,197.37,Net Banking,SalesPerson_20,2022,11,4,Saturday,17.97213622291022
7003,CUST1634,Customer_438,Home Office,2022-07-13,16-07-2022,Same Day,North,Punjab,Electronics,Headphones,5,1796,10.0,8082.0,1399.16,Credit Card,SalesPerson_40,2022,7,3,Wednesday,17.312051472407823
7004,CUST1238,Customer_404,Home Office,2024-11-24,30-11-2024,Standard,East,West Bengal,Furniture,Table,1,982,5.0,932.9,224.64,Debit Card,SalesPerson_45,2024,11,4,Sunday,24.079751313109657
7005,CUST1194,Customer_180,Corporate,2022-05-26,30-05-2022,Same Day,East,West Bengal,Furniture,Table,2,110,0.0,220.0,48.89,Debit Card,SalesPerson_21,2022,5,2,Thursday,22.222727272727273
7006,CUST1697,Customer_315,Home Office,2024-05-21,27-05-2024,Express,East,West Bengal,Electronics,Laptop,6,305,5.0,1738.5,257.02,UPI,SalesPerson_43,2024,5,2,Tuesday,14.78400920333621
7007,CUST1506,Customer_451,Home Office,2024-08-25,28-08-2024,Express,South,Karnataka,Furniture,Chair,5,2312,10.0,10404.0,773.21,Credit Card,SalesPerson_24,2024,8,3,Sunday,7.431853133410227
7008,CUST1134,Customer_28,Corporate,2024-12-09,10-12-2024,Express,West,Maharashtra,Office Supplies,Printer Paper,7,1521,10.0,9582.3,2563.72,Credit Card,SalesPerson_44,2024,12,4,Monday,26.7547457291047
7009,CUST1379,Customer_133,Consumer,2022-03-12,14-03-2022,Express,South,Kerala,Office Supplies,Pen,10,1128,10.0,10152.0,875.9,Net Banking,SalesPerson_17,2022,3,1,Saturday,8.62785657998424
7010,CUST1037,Customer_425,Corporate,2024-01-16,17-01-2024,Express,South,Kerala,Electronics,Laptop,8,2529,0.0,20232.0,1464.55,Debit Card,SalesPerson_25,2024,1,1,Tuesday,7.238780150257018
7011,CUST1397,Customer_9,Corporate,2022-04-04,07-04-2022,Same Day,South,Karnataka,Furniture,Chair,4,2033,0.0,8132.0,1861.7,Cash,SalesPerson_43,2022,4,2,Monday,22.893507132316774
7012,CUST1898,Customer_301,Home Office,2023-08-07,10-08-2023,Same Day,North,Haryana,Electronics,Tablet,9,2007,15.0,15353.55,1804.69,Credit Card,SalesPerson_4,2023,8,3,Monday,11.754219708145675
7013,CUST1396,Customer_158,Consumer,2022-12-28,02-01-2023,Express,East,Odisha,Electronics,Laptop,10,951,0.0,9510.0,3030.41,Debit Card,SalesPerson_36,2022,12,4,Wednesday,31.865509989484753
7014,CUST1193,Customer_227,Consumer,2024-01-05,12-01-2024,Express,East,West Bengal,Electronics,Laptop,5,1853,5.0,8801.75,881.58,UPI,SalesPerson_16,2024,1,1,Friday,10.015962734683443
7015,CUST1867,Customer_323,Consumer,2024-09-08,15-09-2024,Same Day,North,Punjab,Office Supplies,Printer Paper,4,2092,5.0,7949.6,2257.76,Debit Card,SalesPerson_3,2024,9,3,Sunday,28.400925832746303
7016,CUST1868,Customer_487,Consumer,2022-10-05,09-10-2022,Standard,South,Tamil Nadu,Furniture,Chair,6,2172,15.0,11077.2,2052.31,Debit Card,SalesPerson_39,2022,10,4,Wednesday,18.527335427725415
7017,CUST1105,Customer_333,Corporate,2023-08-13,14-08-2023,Same Day,West,Gujarat,Office Supplies,Pen,8,1076,15.0,7316.8,1183.53,Net Banking,SalesPerson_30,2023,8,3,Sunday,16.17551388585174
7018,CUST1983,Customer_467,Home Office,2022-08-15,19-08-2022,Same Day,West,Gujarat,Furniture,Sofa,7,1622,10.0,10218.6,1201.84,UPI,SalesPerson_10,2022,8,3,Monday,11.761298025169788
7019,CUST1492,Customer_450,Consumer,2023-10-03,04-10-2023,Standard,East,West Bengal,Electronics,Tablet,2,880,5.0,1672.0,585.04,Net Banking,SalesPerson_34,2023,10,4,Tuesday,34.99043062200957
