Order ID,Customer ID,Customer Name,Segment,Order Date,Ship Date,Ship Mode,Region,State,Category,Product,Quantity,Unit Price,Discount (%),Sales,Profit,Payment Mode,Sales Person
6190,CUST1287,Customer_403,Home Office,04-12-2022,05-12-2022,Express,North,Delhi,Office Supplies,Binder,6,1577,5,8988.9,3007.55,Cash,SalesPerson_13
6191,CUST1180,Customer_18,Corporate,25-02-2024,28-02-2024,Standard,North,Punjab,Electronics,Tablet,2,469,15,797.3,184.4,UPI,SalesPerson_2
6192,CUST1759,Customer_480,Consumer,10-06-2023,13-06-2023,Express,East,West Bengal,Furniture,Table,4,1620,0,6480,714.71,Debit Card,SalesPerson_19
6193,CUST1719,Customer_197,Home Office,10-03-2024,14-03-2024,Express,West,Rajasthan,Office Supplies,Pen,3,1477,15,3766.35,1238.77,Cash,SalesPerson_9
6194,CUST1697,Customer_488,Home Office,31-08-2023,05-09-2023,Same Day,East,Odisha,Electronics,Tablet,1,242,5,229.9,49.95,Cash,SalesPerson_45
6195,CUST1340,Customer_303,Home Office,06-05-2023,12-05-2023,Same Day,North,Delhi,Furniture,Sofa,6,2299,15,11724.9,734.45,UPI,SalesPerson_10
6196,CUST1724,Customer_259,Home Office,29-09-2022,05-10-2022,Standard,East,Assam,Office Supplies,Pen,6,247,15,1259.7,121.75,Net Banking,SalesPerson_41
6197,CUST1591,Customer_213,Consumer,17-10-2024,24-10-2024,Express,South,Kerala,Furniture,Sofa,9,373,10,3021.3,1007.07,UPI,SalesPerson_30
6198,CUST1354,Customer_166,Consumer,15-04-2022,20-04-2022,Same Day,North,Delhi,Office Supplies,Binder,9,2847,0,25623,6114.13,Net Banking,SalesPerson_35
6199,CUST1905,Customer_469,Corporate,04-11-2024,09-11-2024,Standard,East,Assam,Electronics,Mobile,9,2951,15,22575.15,6922.88,Debit Card,SalesPerson_47
6200,CUST1704,Customer_244,Corporate,18-03-2023,19-03-2023,Express,South,Kerala,Furniture,Sofa,4,1888,5,7174.4,1055.25,Net Banking,SalesPerson_46
6201,CUST1103,Customer_155,Consumer,10-12-2022,11-12-2022,Standard,South,Tamil Nadu,Furniture,Sofa,7,1805,5,12003.25,3186.3,Net Banking,SalesPerson_5
6202,CUST1810,Customer_287,Home Office,20-09-2022,25-09-2022,Standard,South,Karnataka,Electronics,Laptop,6,2464,15,12566.4,4123.63,UPI,SalesPerson_16
6203,CUST1858,Customer_377,Corporate,14-04-2022,21-04-2022,Standard,West,Rajasthan,Office Supplies,Notebook,10,2007,10,18063,2229.79,Net Banking,SalesPerson_48
6204,CUST1959,Customer_491,Consumer,10-11-2022,14-11-2022,Express,East,Odisha,Office Supplies,Notebook,1,1060,15,901,244.5,Net Banking,SalesPerson_4
6205,CUST1813,Customer_16,Home Office,23-12-2023,29-12-2023,Standard,South,Kerala,Electronics,Tablet,4,2358,5,8960.4,3072.31,UPI,SalesPerson_10
6206,CUST1977,Customer_475,Corporate,18-12-2023,25-12-2023,Standard,East,Odisha,Electronics,Headphones,6,660,10,3564,1013.54,Cash,SalesPerson_1
6207,CUST1794,Customer_10,Home Office,18-01-2022,25-01-2022,Express,East,Assam,Furniture,Table,6,1476,0,8856,586.73,Credit Card,SalesPerson_13
6208,CUST1701,Customer_50,Corporate,05-07-2022,10-07-2022,Standard,East,Odisha,Furniture,Table,7,2237,0,15659,1868.87,Net Banking,SalesPerson_24
6209,CUST1978,Customer_107,Corporate,29-06-2024,03-07-2024,Express,North,Haryana,Office Supplies,Binder,8,2401,0,19208,6390.39,Debit Card,SalesPerson_8
6210,CUST1579,Customer_90,Home Office,14-07-2023,15-07-2023,Standard,North,Haryana,Electronics,Mobile,4,1042,10,3751.2,687.66,UPI,SalesPerson_8
6211,CUST1707,Customer_193,Corporate,01-11-2022,08-11-2022,Same Day,North,Haryana,Electronics,Headphones,1,1847,0,1847,274.38,Credit Card,SalesPerson_10
6212,CUST1626,Customer_382,Corporate,09-01-2024,11-01-2024,Same Day,South,Kerala,Office Supplies,Printer Paper,10,662,5,6289,2029.41,Credit Card,SalesPerson_40
6213,CUST1813,Customer_459,Home Office,25-07-2023,31-07-2023,Standard,East,West Bengal,Furniture,Table,4,2845,10,10242,2295.52,Net Banking,SalesPerson_14
6214,CUST1032,Customer_438,Corporate,15-03-2022,20-03-2022,Standard,North,Haryana,Office Supplies,Printer Paper,10,2103,0,21030,2377.88,Debit Card,SalesPerson_26
6215,CUST1759,Customer_182,Corporate,17-07-2024,20-07-2024,Standard,South,Kerala,Electronics,Headphones,6,1219,5,6948.3,1351.93,Net Banking,SalesPerson_16
6216,CUST1983,Customer_176,Corporate,28-07-2024,29-07-2024,Express,North,Delhi,Office Supplies,Printer Paper,3,264,5,752.4,141.11,Credit Card,SalesPerson_15
6217,CUST1951,Customer_57,Consumer,06-09-2024,10-09-2024,Same Day,East,Odisha,Office Supplies,Binder,8,2771,15,18842.8,4500.86,UPI,SalesPerson_23
6218,CUST1093,Customer_448,Home Office,18-12-2023,25-12-2023,Standard,East,Assam,Office Supplies,Binder,1,2366,15,2011.1,650.48,UPI,SalesPerson_16
6219,CUST1798,Customer_342,Home Office,07-06-2024,12-06-2024,Express,East,West Bengal,Furniture,Sofa,2,1221,15,2075.7,595.35,Cash,SalesPerson_1
6220,CUST1099,Customer_307,Corporate,29-11-2024,03-12-2024,Same Day,East,Odisha,Electronics,Tablet,10,842,10,7578,1418.69,Cash,SalesPerson_47
6221,CUST1212,Customer_172,Home Office,14-07-2024,17-07-2024,Standard,East,Odisha,Office Supplies,Binder,8,1374,10,9892.8,1857.94,Credit Card,SalesPerson_2
6222,CUST1971,Customer_89,Consumer,21-06-2023,23-06-2023,Express,South,Kerala,Electronics,Tablet,9,2437,15,18643.05,2286.08,UPI,SalesPerson_8
6223,CUST1564,Customer_234,Corporate,24-10-2023,26-10-2023,Standard,North,Punjab,Office Supplies,Printer Paper,3,1999,15,5097.45,767.37,Credit Card,SalesPerson_49
6224,CUST1720,Customer_39,Consumer,30-06-2022,02-07-2022,Standard,North,Punjab,Furniture,Desk,9,423,10,3426.3,443.45,UPI,SalesPerson_38
6225,CUST1911,Customer_251,Home Office,11-03-2023,18-03-2023,Standard,East,Odisha,Office Supplies,Printer Paper,6,471,10,2543.4,251.83,Debit Card,SalesPerson_43
6226,CUST1094,Customer_72,Corporate,01-01-2022,04-01-2022,Same Day,East,Odisha,Office Supplies,Printer Paper,9,702,0,6318,1177.75,Net Banking,SalesPerson_20
6227,CUST1797,Customer_19,Home Office,20-12-2022,24-12-2022,Standard,East,Assam,Office Supplies,Notebook,9,387,0,3483,630.64,Net Banking,SalesPerson_47
6228,CUST1178,Customer_20,Corporate,08-09-2023,12-09-2023,Standard,West,Gujarat,Furniture,Sofa,9,491,10,3977.1,649.39,Credit Card,SalesPerson_49
6229,CUST1845,Customer_49,Corporate,08-03-2023,10-03-2023,Same Day,West,Maharashtra,Furniture,Sofa,1,2603,15,2212.55,411.03,Net Banking,SalesPerson_46
6230,CUST1653,Customer_337,Corporate,15-04-2022,16-04-2022,Express,West,Gujarat,Furniture,Sofa,8,195,5,1482,107.23,Credit Card,SalesPerson_30
6231,CUST1755,Customer_485,Corporate,07-08-2024,08-08-2024,Same Day,South,Tamil Nadu,Electronics,Headphones,9,1194,10,9671.4,1753.56,Cash,SalesPerson_21
6232,CUST1336,Customer_95,Corporate,28-08-2023,30-08-2023,Same Day,East,Assam,Furniture,Desk,9,2487,5,21263.85,2106.21,Net Banking,SalesPerson_35
6233,CUST1058,Customer_89,Corporate,09-10-2023,16-10-2023,Same Day,West,Maharashtra,Electronics,Laptop,2,532,10,957.6,115.55,Debit Card,SalesPerson_24
6234,CUST1517,Customer_352,Corporate,16-11-2023,23-11-2023,Express,West,Rajasthan,Office Supplies,Notebook,6,1825,5,10402.5,1046.23,UPI,SalesPerson_8
6235,CUST1987,Customer_294,Home Office,09-12-2022,15-12-2022,Standard,East,Odisha,Electronics,Headphones,7,311,5,2068.15,506.3,Cash,SalesPerson_36
6236,CUST1500,Customer_319,Home Office,29-01-2024,31-01-2024,Express,West,Maharashtra,Office Supplies,Notebook,3,820,10,2214,393.47,Credit Card,SalesPerson_29
6237,CUST1018,Customer_238,Home Office,12-08-2022,14-08-2022,Express,West,Maharashtra,Office Supplies,Binder,8,439,15,2985.2,438.4,Net Banking,SalesPerson_17
6238,CUST1584,Customer_290,Home Office,24-07-2024,25-07-2024,Express,East,Assam,Office Supplies,Notebook,2,321,5,609.9,108.64,UPI,SalesPerson_18
6239,CUST1312,Customer_364,Corporate,05-01-2024,12-01-2024,Same Day,West,Gujarat,Furniture,Chair,4,2012,15,6840.8,1861.12,UPI,SalesPerson_44
6240,CUST1119,Customer_261,Consumer,19-03-2022,20-03-2022,Same Day,South,Kerala,Office Supplies,Printer Paper,3,1207,5,3439.95,406.61,Debit Card,SalesPerson_26
6241,CUST1252,Customer_115,Corporate,26-02-2022,01-03-2022,Express,North,Punjab,Office Supplies,Pen,1,2207,0,2207,117.61,Cash,SalesPerson_34
6242,CUST1495,Customer_452,Consumer,13-10-2023,16-10-2023,Same Day,North,Haryana,Electronics,Tablet,2,740,5,1406,406.24,Cash,SalesPerson_37
6243,CUST1535,Customer_445,Consumer,11-04-2023,18-04-2023,Same Day,East,Odisha,Furniture,Chair,3,1157,10,3123.9,184.29,Cash,SalesPerson_18
6244,CUST1823,Customer_330,Home Office,03-07-2022,09-07-2022,Express,South,Karnataka,Office Supplies,Binder,7,1683,15,10013.85,1561.28,Credit Card,SalesPerson_9
6245,CUST1178,Customer_439,Home Office,02-06-2024,03-06-2024,Express,North,Punjab,Furniture,Desk,7,1298,15,7723.1,2544.19,Credit Card,SalesPerson_31
6246,CUST1131,Customer_373,Consumer,30-10-2024,31-10-2024,Express,West,Rajasthan,Electronics,Tablet,4,2575,5,9785,2300.64,Debit Card,SalesPerson_38
6247,CUST1324,Customer_467,Corporate,19-04-2024,20-04-2024,Express,North,Delhi,Electronics,Mobile,4,1534,0,6136,605.17,Net Banking,SalesPerson_35
6248,CUST1305,Customer_491,Corporate,18-11-2023,25-11-2023,Same Day,North,Haryana,Electronics,Headphones,5,1403,0,7015,2369.71,Cash,SalesPerson_49
6249,CUST1947,Customer_256,Corporate,29-12-2024,04-01-2025,Express,East,Odisha,Office Supplies,Printer Paper,1,2342,10,2107.8,107.87,Debit Card,SalesPerson_48
6250,CUST1778,Customer_160,Corporate,16-04-2023,22-04-2023,Same Day,North,Haryana,Office Supplies,Notebook,7,2178,0,15246,5316.65,UPI,SalesPerson_16
6251,CUST1755,Customer_249,Home Office,29-10-2024,03-11-2024,Same Day,West,Maharashtra,Office Supplies,Binder,6,1900,5,10830,3291.73,Credit Card,SalesPerson_29
6252,CUST1690,Customer_485,Home Office,25-06-2022,27-06-2022,Same Day,South,Kerala,Electronics,Headphones,7,822,0,5754,576.36,UPI,SalesPerson_34
6253,CUST1253,Customer_208,Corporate,13-11-2022,17-11-2022,Express,West,Maharashtra,Electronics,Tablet,10,783,15,6655.5,463.02,Debit Card,SalesPerson_35
6254,CUST1668,Customer_494,Consumer,15-06-2022,19-06-2022,Standard,North,Haryana,Electronics,Tablet,3,2748,15,7007.4,983.09,Debit Card,SalesPerson_27
6255,CUST1100,Customer_336,Consumer,11-01-2022,14-01-2022,Express,West,Rajasthan,Furniture,Sofa,6,1619,5,9228.3,1494.32,UPI,SalesPerson_28
6256,CUST1309,Customer_111,Corporate,08-09-2022,14-09-2022,Standard,North,Delhi,Office Supplies,Printer Paper,6,405,0,2430,559.46,Cash,SalesPerson_49
6257,CUST1228,Customer_376,Corporate,25-12-2022,27-12-2022,Same Day,East,Odisha,Furniture,Table,10,2196,15,18666,2238.82,Debit Card,SalesPerson_41
6258,CUST1487,Customer_115,Home Office,09-01-2024,16-01-2024,Same Day,South,Kerala,Electronics,Tablet,3,753,10,2033.1,701.98,Net Banking,SalesPerson_48
6259,CUST1544,Customer_159,Corporate,24-10-2024,26-10-2024,Express,East,West Bengal,Office Supplies,Notebook,6,195,0,1170,145.63,Net Banking,SalesPerson_2
6260,CUST1561,Customer_275,Home Office,21-11-2024,27-11-2024,Standard,South,Karnataka,Furniture,Table,10,1086,0,10860,1819.85,Cash,SalesPerson_32
6261,CUST1576,Customer_114,Home Office,01-08-2022,04-08-2022,Same Day,North,Punjab,Electronics,Laptop,2,1588,10,2858.4,257.1,Cash,SalesPerson_33
6262,CUST1481,Customer_345,Consumer,04-01-2024,07-01-2024,Same Day,West,Rajasthan,Office Supplies,Printer Paper,4,954,10,3434.4,1156.48,Credit Card,SalesPerson_9
6263,CUST1652,Customer_134,Consumer,30-05-2024,06-06-2024,Express,South,Tamil Nadu,Electronics,Laptop,4,282,0,1128,374.87,Net Banking,SalesPerson_45
6264,CUST1645,Customer_340,Consumer,09-09-2024,12-09-2024,Same Day,South,Karnataka,Furniture,Table,4,1173,5,4457.4,874.56,Debit Card,SalesPerson_30
6265,CUST1855,Customer_54,Corporate,09-01-2022,11-01-2022,Standard,South,Kerala,Furniture,Sofa,2,296,5,562.4,143.9,UPI,SalesPerson_2
6266,CUST1396,Customer_407,Home Office,18-10-2023,20-10-2023,Standard,South,Karnataka,Office Supplies,Printer Paper,9,2427,5,20750.85,3890.47,Debit Card,SalesPerson_31
6267,CUST1544,Customer_478,Home Office,30-09-2023,04-10-2023,Express,West,Rajasthan,Furniture,Table,6,1553,0,9318,1827.76,Credit Card,SalesPerson_15
6268,CUST1206,Customer_428,Corporate,05-06-2023,08-06-2023,Same Day,West,Gujarat,Office Supplies,Printer Paper,5,2575,15,10943.75,3585.46,Cash,SalesPerson_29
6269,CUST1079,Customer_320,Consumer,27-02-2024,28-02-2024,Same Day,North,Haryana,Furniture,Desk,5,189,0,945,327.33,Credit Card,SalesPerson_3
6270,CUST1745,Customer_240,Home Office,22-08-2022,27-08-2022,Same Day,South,Tamil Nadu,Furniture,Sofa,2,2615,5,4968.5,381.17,Cash,SalesPerson_25
6271,CUST1940,Customer_382,Corporate,02-11-2022,08-11-2022,Express,North,Haryana,Furniture,Table,7,218,15,1297.1,301.29,Debit Card,SalesPerson_11
6272,CUST1664,Customer_42,Consumer,01-02-2023,04-02-2023,Express,North,Delhi,Office Supplies,Printer Paper,7,244,0,1708,163.79,UPI,SalesPerson_32
6273,CUST1428,Customer_494,Corporate,28-02-2023,03-03-2023,Express,North,Delhi,Furniture,Table,7,2254,10,14200.2,1280.42,Net Banking,SalesPerson_28
6274,CUST1046,Customer_340,Home Office,21-07-2024,26-07-2024,Standard,South,Kerala,Furniture,Chair,3,1094,15,2789.7,268.86,UPI,SalesPerson_3
6275,CUST1938,Customer_86,Corporate,12-10-2023,14-10-2023,Standard,North,Punjab,Electronics,Mobile,6,1580,10,8532,792.62,Net Banking,SalesPerson_15
6276,CUST1250,Customer_371,Consumer,21-11-2022,28-11-2022,Standard,West,Gujarat,Electronics,Tablet,8,1647,15,11199.6,833.05,Cash,SalesPerson_47
6277,CUST1222,Customer_245,Home Office,19-11-2022,22-11-2022,Same Day,South,Kerala,Office Supplies,Pen,5,2888,10,12996,3910.33,UPI,SalesPerson_17
6278,CUST1031,Customer_29,Corporate,29-06-2022,04-07-2022,Standard,East,Assam,Electronics,Headphones,7,1213,5,8066.45,2801.78,UPI,SalesPerson_24
6279,CUST1285,Customer_56,Corporate,06-01-2024,07-01-2024,Same Day,North,Haryana,Office Supplies,Pen,3,1801,0,5403,881.88,Cash,SalesPerson_28
6280,CUST1511,Customer_56,Home Office,16-03-2022,21-03-2022,Express,West,Gujarat,Office Supplies,Binder,7,2938,0,20566,5105.17,Cash,SalesPerson_32
6281,CUST1658,Customer_290,Home Office,13-01-2024,14-01-2024,Same Day,North,Delhi,Electronics,Laptop,7,648,15,3855.6,927.95,Credit Card,SalesPerson_21
6282,CUST1975,Customer_108,Home Office,04-01-2023,09-01-2023,Express,East,Odisha,Office Supplies,Binder,5,884,10,3978,1024.44,Debit Card,SalesPerson_46
6283,CUST1841,Customer_242,Consumer,01-12-2022,06-12-2022,Same Day,West,Maharashtra,Furniture,Chair,8,462,0,3696,450.44,UPI,SalesPerson_28
6284,CUST1713,Customer_217,Consumer,11-03-2024,16-03-2024,Express,West,Gujarat,Office Supplies,Notebook,7,1011,5,6723.15,1096.49,Cash,SalesPerson_18
6285,CUST1511,Customer_156,Consumer,11-02-2022,12-02-2022,Express,South,Kerala,Electronics,Mobile,9,2322,10,18808.2,6005.04,Debit Card,SalesPerson_34
6286,CUST1200,Customer_110,Home Office,05-09-2022,10-09-2022,Same Day,West,Maharashtra,Office Supplies,Binder,10,987,15,8389.5,2696.33,Credit Card,SalesPerson_45
6287,CUST1566,Customer_436,Home Office,20-09-2024,24-09-2024,Standard,South,Kerala,Furniture,Chair,4,2062,15,7010.8,2367.11,Net Banking,SalesPerson_28
6288,CUST1246,Customer_69,Consumer,05-01-2023,11-01-2023,Express,West,Gujarat,Furniture,Table,8,2560,10,18432,2990.11,UPI,SalesPerson_27
6289,CUST1495,Customer_141,Home Office,12-11-2022,19-11-2022,Standard,East,Odisha,Furniture,Desk,5,546,5,2593.5,776.8,UPI,SalesPerson_25
6290,CUST1157,Customer_133,Consumer,10-06-2024,17-06-2024,Standard,North,Punjab,Furniture,Table,2,260,10,468,161.46,Debit Card,SalesPerson_33
6291,CUST1234,Customer_132,Corporate,13-05-2022,19-05-2022,Express,North,Punjab,Office Supplies,Printer Paper,7,2506,10,15787.8,5339.68,Cash,SalesPerson_2
6292,CUST1380,Customer_493,Consumer,04-07-2024,08-07-2024,Standard,West,Maharashtra,Electronics,Tablet,8,2864,5,21766.4,4972.43,UPI,SalesPerson_34
6293,CUST1562,Customer_496,Consumer,18-10-2023,21-10-2023,Express,West,Maharashtra,Office Supplies,Pen,8,979,15,6657.2,1048.67,UPI,SalesPerson_38
6294,CUST1833,Customer_49,Consumer,23-11-2024,28-11-2024,Same Day,South,Kerala,Office Supplies,Printer Paper,3,771,10,2081.7,429.04,Cash,SalesPerson_46
6295,CUST1730,Customer_299,Consumer,21-11-2024,22-11-2024,Express,West,Rajasthan,Electronics,Headphones,10,2642,0,26420,4626.62,Credit Card,SalesPerson_2
6296,CUST1326,Customer_18,Home Office,21-10-2023,26-10-2023,Same Day,West,Rajasthan,Electronics,Mobile,10,2193,0,21930,2381.86,Cash,SalesPerson_23
6297,CUST1839,Customer_211,Home Office,30-03-2022,05-04-2022,Standard,South,Karnataka,Furniture,Chair,10,345,0,3450,982.77,Cash,SalesPerson_28
6298,CUST1399,Customer_16,Corporate,03-12-2024,07-12-2024,Same Day,West,Maharashtra,Electronics,Laptop,10,2768,10,24912,2497.75,Cash,SalesPerson_43
6299,CUST1221,Customer_433,Consumer,11-10-2024,12-10-2024,Same Day,East,Assam,Office Supplies,Binder,10,890,15,7565,722.39,Debit Card,SalesPerson_25
6300,CUST1001,Customer_461,Consumer,20-02-2022,26-02-2022,Standard,North,Delhi,Electronics,Mobile,4,2682,0,10728,1860.24,Cash,SalesPerson_40
6301,CUST1071,Customer_11,Consumer,18-11-2024,22-11-2024,Express,South,Karnataka,Office Supplies,Binder,10,2177,5,20681.5,6215.43,Cash,SalesPerson_23
6302,CUST1834,Customer_478,Home Office,05-02-2022,08-02-2022,Express,East,Odisha,Office Supplies,Notebook,1,2834,10,2550.6,810.79,UPI,SalesPerson_3
6303,CUST1612,Customer_69,Corporate,10-01-2022,15-01-2022,Standard,West,Gujarat,Electronics,Laptop,1,1673,5,1589.35,88.95,Credit Card,SalesPerson_32
6304,CUST1580,Customer_14,Home Office,22-02-2022,24-02-2022,Same Day,North,Haryana,Electronics,Laptop,1,2129,0,2129,342.34,Net Banking,SalesPerson_21
6305,CUST1960,Customer_38,Corporate,31-10-2022,03-11-2022,Standard,North,Haryana,Office Supplies,Pen,10,398,15,3383,1132.8,UPI,SalesPerson_37
6306,CUST1023,Customer_240,Home Office,19-12-2024,22-12-2024,Standard,South,Kerala,Electronics,Laptop,5,2933,10,13198.5,1168.91,Credit Card,SalesPerson_22
6307,CUST1485,Customer_17,Corporate,17-04-2024,20-04-2024,Same Day,East,Assam,Electronics,Laptop,7,461,15,2742.95,790.48,Net Banking,SalesPerson_34
6308,CUST1932,Customer_452,Home Office,01-01-2024,06-01-2024,Same Day,West,Rajasthan,Furniture,Desk,10,234,5,2223,689.57,UPI,SalesPerson_9
6309,CUST1338,Customer_250,Home Office,28-03-2022,02-04-2022,Standard,North,Haryana,Electronics,Mobile,2,1830,15,3111,467.08,Net Banking,SalesPerson_13
6310,CUST1783,Customer_125,Consumer,30-04-2023,02-05-2023,Express,North,Haryana,Office Supplies,Printer Paper,6,781,15,3983.1,1149.12,UPI,SalesPerson_14
6311,CUST1802,Customer_8,Home Office,15-05-2024,17-05-2024,Express,West,Rajasthan,Electronics,Headphones,9,132,5,1128.6,319.51,UPI,SalesPerson_29
6312,CUST1215,Customer_121,Corporate,16-06-2022,17-06-2022,Same Day,West,Rajasthan,Furniture,Table,7,1494,10,9412.2,2107.88,Cash,SalesPerson_3
6313,CUST1060,Customer_419,Consumer,02-04-2023,04-04-2023,Express,West,Maharashtra,Electronics,Headphones,4,1350,5,5130,971.51,Net Banking,SalesPerson_44
6314,CUST1789,Customer_454,Consumer,07-10-2022,10-10-2022,Standard,West,Maharashtra,Office Supplies,Notebook,4,1826,15,6208.4,1378.96,UPI,SalesPerson_8
6315,CUST1943,Customer_321,Consumer,12-10-2022,17-10-2022,Standard,East,West Bengal,Furniture,Sofa,2,2896,15,4923.2,1692.28,Net Banking,SalesPerson_49
6316,CUST1780,Customer_160,Consumer,09-05-2024,11-05-2024,Standard,South,Kerala,Electronics,Mobile,5,2142,10,9639,2446.81,UPI,SalesPerson_38
6317,CUST1943,Customer_8,Home Office,19-10-2022,24-10-2022,Express,West,Rajasthan,Furniture,Sofa,6,2002,10,10810.8,2371.83,UPI,SalesPerson_23
6318,CUST1139,Customer_437,Home Office,21-03-2022,28-03-2022,Express,East,Odisha,Office Supplies,Binder,2,1318,0,2636,659.83,Cash,SalesPerson_23
6319,CUST1043,Customer_310,Corporate,13-09-2023,20-09-2023,Express,South,Tamil Nadu,Furniture,Chair,6,903,5,5147.1,305.91,Debit Card,SalesPerson_3
6320,CUST1375,Customer_97,Consumer,10-03-2023,16-03-2023,Express,South,Kerala,Electronics,Headphones,3,2648,15,6752.4,2281.92,Debit Card,SalesPerson_4
6321,CUST1083,Customer_354,Home Office,08-06-2023,09-06-2023,Express,East,Assam,Furniture,Table,2,1858,0,3716,1214.75,Cash,SalesPerson_13
6322,CUST1061,Customer_491,Consumer,27-10-2023,02-11-2023,Same Day,East,Assam,Electronics,Tablet,6,1142,5,6509.4,355.97,UPI,SalesPerson_28
6323,CUST1517,Customer_478,Corporate,15-01-2023,16-01-2023,Same Day,East,Odisha,Furniture,Desk,10,1650,5,15675,2466.86,UPI,SalesPerson_2
6324,CUST1916,Customer_382,Corporate,14-08-2023,18-08-2023,Standard,West,Maharashtra,Furniture,Chair,4,383,15,1302.2,134.27,Debit Card,SalesPerson_10
6325,CUST1130,Customer_194,Corporate,21-11-2022,24-11-2022,Same Day,West,Gujarat,Office Supplies,Notebook,4,2876,15,9778.4,1457.79,Cash,SalesPerson_8
6326,CUST1524,Customer_126,Corporate,31-07-2024,06-08-2024,Standard,South,Kerala,Office Supplies,Notebook,4,2094,15,7119.6,2289.59,Credit Card,SalesPerson_10
6327,CUST1373,Customer_89,Consumer,25-04-2022,26-04-2022,Same Day,South,Kerala,Electronics,Headphones,1,250,10,225,76.11,Cash,SalesPerson_38
6328,CUST1085,Customer_462,Home Office,22-09-2023,29-09-2023,Standard,East,Odisha,Office Supplies,Printer Paper,6,1672,5,9530.4,1272.2,Debit Card,SalesPerson_45
6329,CUST1899,Customer_113,Consumer,21-06-2022,28-06-2022,Standard,North,Delhi,Electronics,Tablet,4,1556,0,6224,1804.67,Credit Card,SalesPerson_33
6330,CUST1779,Customer_47,Consumer,28-08-2024,31-08-2024,Standard,South,Tamil Nadu,Electronics,Headphones,3,1581,0,4743,1156.59,UPI,SalesPerson_2
6331,CUST1500,Customer_255,Consumer,30-05-2022,06-06-2022,Same Day,East,West Bengal,Office Supplies,Printer Paper,7,1104,0,7728,1403.25,Net Banking,SalesPerson_46
6332,CUST1317,Customer_69,Home Office,04-04-2023,07-04-2023,Same Day,South,Karnataka,Furniture,Table,2,1325,10,2385,452.94,UPI,SalesPerson_41
6333,CUST1319,Customer_201,Corporate,21-08-2022,22-08-2022,Express,East,West Bengal,Furniture,Sofa,7,1661,10,10464.3,2434.03,Debit Card,SalesPerson_44
6334,CUST1808,Customer_427,Corporate,21-04-2023,22-04-2023,Standard,North,Punjab,Electronics,Laptop,7,307,15,1826.65,497.58,UPI,SalesPerson_22
6335,CUST1922,Customer_30,Home Office,13-05-2022,16-05-2022,Same Day,North,Punjab,Office Supplies,Binder,4,1457,10,5245.2,819,UPI,SalesPerson_32
6336,CUST1407,Customer_470,Corporate,02-05-2023,05-05-2023,Express,West,Maharashtra,Electronics,Laptop,3,1363,0,4089,782.54,Credit Card,SalesPerson_32
6337,CUST1810,Customer_179,Consumer,14-07-2023,15-07-2023,Same Day,East,West Bengal,Electronics,Tablet,2,2638,5,5012.2,1544.14,Net Banking,SalesPerson_31
6338,CUST1362,Customer_307,Corporate,02-06-2024,05-06-2024,Same Day,North,Delhi,Electronics,Laptop,9,441,5,3770.55,617.96,Cash,SalesPerson_5
6339,CUST1004,Customer_327,Home Office,27-09-2022,04-10-2022,Standard,South,Karnataka,Electronics,Headphones,7,482,0,3374,828.85,Cash,SalesPerson_48
6340,CUST1391,Customer_254,Home Office,09-04-2023,16-04-2023,Same Day,South,Karnataka,Office Supplies,Notebook,10,1013,5,9623.5,2719.17,Cash,SalesPerson_46
6341,CUST1620,Customer_301,Home Office,30-11-2022,07-12-2022,Same Day,South,Tamil Nadu,Furniture,Chair,1,1181,0,1181,187.22,Cash,SalesPerson_12
6342,CUST1579,Customer_133,Home Office,16-05-2022,19-05-2022,Same Day,South,Tamil Nadu,Office Supplies,Notebook,4,636,5,2416.8,564.19,Cash,SalesPerson_45
6343,CUST1314,Customer_441,Corporate,04-06-2022,11-06-2022,Express,South,Karnataka,Office Supplies,Pen,1,1525,10,1372.5,343.21,Credit Card,SalesPerson_20
6344,CUST1263,Customer_316,Consumer,06-09-2023,08-09-2023,Standard,South,Karnataka,Office Supplies,Binder,1,2646,0,2646,170.68,Debit Card,SalesPerson_42
6345,CUST1381,Customer_136,Consumer,10-02-2022,14-02-2022,Express,East,West Bengal,Electronics,Tablet,8,2190,0,17520,4516.17,Credit Card,SalesPerson_11
6346,CUST1000,Customer_71,Consumer,05-09-2022,11-09-2022,Same Day,West,Maharashtra,Office Supplies,Pen,8,2046,5,15549.6,3078.11,UPI,SalesPerson_19
6347,CUST1423,Customer_461,Corporate,15-10-2024,21-10-2024,Same Day,South,Karnataka,Office Supplies,Binder,5,2900,15,12325,3551.9,Debit Card,SalesPerson_19
6348,CUST1713,Customer_287,Consumer,20-10-2022,21-10-2022,Express,North,Haryana,Electronics,Tablet,2,1235,10,2223,723.06,UPI,SalesPerson_6
6349,CUST1270,Customer_59,Home Office,20-05-2022,27-05-2022,Standard,West,Gujarat,Electronics,Tablet,2,1290,0,2580,583.24,Debit Card,SalesPerson_23
6350,CUST1987,Customer_486,Home Office,28-01-2023,04-02-2023,Express,North,Punjab,Furniture,Table,7,2892,0,20244,6259.91,Debit Card,SalesPerson_3
6351,CUST1722,Customer_275,Home Office,23-12-2024,30-12-2024,Express,East,Odisha,Electronics,Tablet,7,563,10,3546.9,772.06,Credit Card,SalesPerson_35
